"id","Latitude","Longitude","Unique_Squirrel_ID","Date","Age","Shift","Primary_Fur_Color","Location","Specific_Location","Other_Activities","Running","Chasing","Climbing","Eating","Foraging","Kuks","Quaas","Moans","Tail_flags","Tail_twitches","Approaches","Indifferent","Runs_from"
"15228","40.776855370308200","-73.969288397092800","14E-AM-1008-02","2018-10-08","Adult","AM","Gray","Ground Plane","","walking","True","False","False","False","True","False","False","False","False","False","False","False","True"
"15229","40.769958701905800","-73.970854967078800","7H-PM-1006-04","2018-10-06","Adult","PM","Gray","Above Ground","on tree knob","sitting","False","False","False","False","False","False","False","False","False","False","False","True","False"
"15230","40.782511195076400","-73.963974400564700","22F-AM-1007-01","2018-10-07","Adult","AM","Gray","Ground Plane","","","False","False","True","False","True","False","False","False","False","False","False","True","False"
"15231","40.771214548882800","-73.973027791142200","7F-AM-1008-16","2018-10-08","Juvenile","AM","Gray","Above Ground","tree","","False","False","False","False","False","False","False","False","False","False","False","False","True"
"15232","40.772469160571800","-73.971054140570800","10F-PM-1019-05","2018-10-19","Adult","PM","Black","Above Ground","Behind fence, tree","","False","False","True","False","False","False","False","False","False","False","False","True","False"
"15233","40.774721358538700","-73.976159253248200","10A-AM-1006-04","2018-10-06","Juvenile","AM","Gray","Above Ground","tree near large rock on Bridle Path","walking on branch","False","False","False","False","False","False","False","False","False","True","False","False","False"
"15234","40.795068972313500","-73.954400765868500","38F-PM-1013-05","2018-10-13","Juvenile","PM","Gray","Ground Plane","","being chased,was pushed by other squirrel","False","False","False","False","True","True","True","False","False","False","False","False","False"
"15235","40.799368134968000","-73.957598616136400","41B-PM-1014-01","2018-10-14","Adult","PM","Gray","Above Ground","Climbing tree","climbing (tree)","False","False","True","False","False","False","False","False","False","False","False","False","True"
"15236","40.795541899085500","-73.960770137044300","36A-PM-1013-07","2018-10-13","Unknown","PM","Gray","Ground Plane","""FIELD""","chasing #8","False","True","False","False","False","False","False","False","False","False","False","False","True"
"15237","40.770584618512100","-73.976403652298400","5C-AM-1006-05","2018-10-06","Adult","AM","Gray","Ground Plane","","","False","False","False","False","True","False","False","False","False","False","False","True","False"
"15238","40.790819328498100","-73.958924955523500","32E-PM-1017-03","2018-10-17","Adult","PM","Gray","Above Ground","bottom of tree","still","False","False","False","True","False","False","False","False","False","False","False","True","False"
"15239","40.791768540448200","-73.963462341876100","31A-PM-1017-04","2018-10-17","Adult","PM","Gray","Ground Plane","","","False","False","False","True","True","False","False","False","False","False","False","False","False"
"15240","40.797844914331300","-73.952111015487200","42G-AM-1018-03","2018-10-18","Adult","AM","Gray","Ground Plane","","stop to look at me—then ran","True","False","False","False","False","False","False","False","False","False","False","False","True"
"15241","40.795001362020700","-73.957480902824800","37D-PM-1014-04","2018-10-14","Adult","PM","Gray","Ground Plane","","chasing (a chipmunk)","False","True","False","False","True","False","False","False","False","False","False","False","True"
"15242","40.785411934253800","-73.967097592707000","24B-AM-1013-01","2018-10-13","Unknown","AM","Gray","Above Ground","","took nut to bury","True","False","False","True","False","False","False","False","False","True","False","False","True"
"15243","40.770194155027300","-73.971131879027900","7G-AM-1010-02","2018-10-10","Adult","AM","Gray","Above Ground","","","True","False","False","False","False","False","False","False","False","True","False","False","True"
"15244","40.770540931570300","-73.976324338377100","5C-PM-1010-13","2018-10-10","Adult","PM","Gray","Above Ground","way up a tree!","","False","False","True","False","False","False","False","False","False","False","False","False","False"
"15245","40.775518194155900","-73.965175446443900","15I-AM-1008-01","2018-10-08","Adult","AM","Gray","Above Ground","tree","","False","False","True","True","False","False","False","False","False","False","False","True","False"
"15246","40.781573995935700","-73.970010061760200","19B-PM-1018-01","2018-10-18","Adult","PM","Gray","Above Ground","","flying","True","False","False","False","False","False","False","False","False","False","False","False","False"
"15247","40.776238547063000","-73.971905618214000","13D-PM-1018-10","2018-10-18","Adult","PM","Gray","Ground Plane","","","False","False","False","False","True","False","False","False","False","True","False","True","False"
"15248","40.792289617693600","-73.953004092355500","36I-PM-1007-10","2018-10-07","Juvenile","PM","Gray","Ground Plane","","stole (found?) an entire sandwich","False","False","False","True","False","False","False","False","False","False","False","True","False"
"15249","40.798848730021600","-73.957209376052900","41B-AM-1010-06","2018-10-10","Adult","AM","Gray","Above Ground","","","False","False","True","False","False","False","False","False","False","False","False","False","False"
"15250","40.793958106938200","-73.960774633797900","35B-AM-1010-01","2018-10-10","Adult","AM","Gray","Ground Plane","lawn","walking w/ something in mouth","False","False","False","False","False","False","False","False","False","False","False","True","False"
"15251","40.797392339651200","-73.956634604645300","40D-PM-1013-01","2018-10-13","Adult","PM","Gray","Ground Plane","","","True","False","False","False","False","False","False","False","False","False","False","False","False"
"15252","40.796382675378000","-73.959203888767300","38B-PM-1018-02","2018-10-18","Adult","PM","Gray","Ground Plane","","burying nut","False","False","False","False","True","False","False","False","False","False","False","False","False"
"15253","40.795081334590200","-73.951111871110800","40I-AM-1018-01","2018-10-18","Adult","AM","Cinnamon","Ground Plane","","begging","True","False","False","False","True","False","False","False","False","False","False","False","False"
"15254","40.772953757303500","-73.976993979638200","7B-AM-1008-10","2018-10-08","Adult","AM","Gray","Ground Plane","","","False","False","False","False","True","False","False","False","False","False","False","True","False"
"15255","40.776331039259100","-73.971252780951600","13D-AM-1014-08","2018-10-14","Adult","AM","Gray","Ground Plane","","","False","False","False","False","True","False","False","False","False","False","False","False","True"
